beans,n
his face cloth got stuck in the drain,det:poss n n aux part prep det:art n
oh I thought it was milk,co pro:sub v pro:per cop n
he broke his bank and he's showing it to you,pro:sub v det:poss n coord pro:sub part pro:per prep pro:per
children outside,n adv
that's too bad,pro:dem adv adj
other bunkhouse,qn n
salad,n
you'll have_to pay Ursula for that,pro:per mod:aux v n:prop prep pro:dem
big fire,adj n
put them in my lap as you count them,v pro:obj prep det:poss n conj pro:per v pro:obj
oh a barn,co det:art n
the handle of the knife,det:art n prep det:art n
Adam can you say sits in the chair the boy,n:prop mod pro:per v v prep det:art n det:art n
wait Adam,v n:prop
turn it around,v pro:per adv
yes,co
somebody went away,pro:indef v adv
don't sit on this one,mod v prep pro:dem pro:indef
upside down,adv adv
you find it,pro:per v pro:per
no I don't think you need any more chocolate,co pro:sub mod v pro:per v qn qn n
he calls a dime diamond,pro:sub v det:art n n
but now now,conj adv adv
get your other blue one if you must sit on one,v det:poss qn n pro:indef conj pro:per mod v adv pro:indef
can you say climb the big ladder you,mod pro:per v v det:art adj n pro:per
he's shining the factory,pro:sub part det:art n
maybe we'll do that this afternoon,adv pro:sub v det:dem pro:dem n
I saw more than three,pro:sub v qn prep det:num
a box,det:art n
yes,co
coat,n
no that's not a leaf,co pro:dem neg det:art n
okay count again,co n adv
oh put him on the rug,co v pro:obj prep det:art n
well you still have your juice,co pro:per adv v det:poss n
look in the bag Adam,v prep det:art n n:prop
more candy,qn n
let's hear you count,v v pro:per v
that one,pro:dem pro:indef
Cromer can't change your diaper,n:prop mod v det:poss n
no it's from Robin,co pro:per prep n:prop
yes,co
whoops,co
okay,co
oh you're packing the suitcase,co pro:per part det:art n
that's one,pro:dem pro:indef
she can't change your diaper either,pro:sub mod v det:poss n adv
oh no Mr Green_jeans is gone now,co co n:prop n:prop aux part adv
you look at it,pro:per v prep pro:per
two,det:num
oh yes,co co
it's not candy,pro:per neg n
a pony,det:art n
ask your Mommy what it says,v det:poss n:prop pro:int pro:per v
no,co
three,det:num
no Adam don't put that in the microphone,co n:prop mod v pro:dem prep det:art n
there it is Adam,adv pro:per cop n:prop
it's an indian,pro:per det:art n
four five,det:num det:num
oh the cowboy was fighting you,co det:art aux part pro:per
I don't think you can ride that one,pro:sub mod v pro:per mod v pro:dem pro:indef
I have finished thank_you,pro:sub aux part n
behind the kitchen door,prep det:art n n
measles,n:pt
I think the wheel will come off again,pro:sub v det:art n mod v adv adv
yes,co
one two three four five,det:num det:num det:num det:num det:num
alright talk about it,co n prep pro:per
that can't go in there,pro:rel mod v prep adv
oh the cowboy was fighting Rin_tin_tin,co det:art aux part n:prop
ask her what kind of feather,v pro:obj pro:int n prep n
well he doesn't have anything,co pro:sub mod v pro:indef
no don't put your foot up there,co mod v det:poss n adv adv
you don't put nails in like that,pro:per mod v n prep prep pro:dem
measles yes,n:pt co
let's see if you know what these things are,v v conj pro:per v pro:int pro:dem n cop
no don't put it in the microphone,co mod v pro:per prep det:art n
maybe you can ask Ursula if he had anything,adv pro:per mod v n:prop conj pro:sub v pro:indef
one two three four five,det:num det:num det:num det:num det:num
thank_you,co
David's feather,n:prop n
measles,n:pt
Ursula can't change your diaper like that,n:prop mod v det:poss n prep pro:dem
let me see,v pro:obj v
here's a little spot,pro:exist det:art adj n
when you're building things you use nails,conj pro:per n n pro:per n n
just one,adv det:num
flower yes,n co
that's not a screw,pro:dem neg det:art n
looks as_if he had a spear in his hand,cop conj pro:sub v det:art n prep det:poss n
yes the one over by Mr Cromer's shoe,co det:art pro:indef adv prep n:prop n:prop n
no,co
no he needs his paper,co pro:sub v det:poss n
you knocked the seal over,pro:per v det:art v adv
you do it,pro:per v pro:per
with the bunny rabbit,prep det:art n n
it didn't come from the dog Spot,pro:per mod v prep det:art n n:prop
Adam I'll go downstairs with you,n:prop pro:sub v adv prep pro:per
no that isn't a screw,qn pro:dem aux det:art n
yes,co
oh they're blue flowers,co pro:sub adj n
okay,co
I'll fix your clothes+line while you're gone,pro:sub v det:poss conj pro:per part
please,co
no I don't think she has anything else to show you,co pro:sub mod v pro:sub aux pro:indef post inf v pro:per
good morning,adj n
ask her to excuse us please,v pro:obj inf v pro:obj co
I don't know if it was pillow or Perro,pro:sub mod v conj pro:per cop n coord n:prop
no not that one,co neg pro:rel pro:indef
Adam no,n:prop co
I know,pro:sub v
I don't think we have any,pro:sub mod v pro:sub v qn
don't shoot Mr Cowboy,mod v n:prop n:prop
you have_to pour the water out,pro:per mod:aux v det:art v adv
alright,co
she needs to write with the pencil,pro:sub v inf v prep det:art n
oh you're painting,co pro:per part
you don't mean ball,pro:per mod adj n
just move Bobo out_of your way,adj n n:prop prep det:poss n
a big moving truck,det:art adj n:gerund n
oh Adam,co n:prop
well we don't have some,co pro:sub mod v qn
careful honey,co n
that's a bat,pro:dem det:art n
oh nothing of importance,co pro:indef prep n
oh I should think so,co pro:sub mod v co
Adam,n:prop
it's a useful jar to put things in,pro:per det:art adj n inf v n adv
hold it up not hang it up,v pro:per adv neg v pro:per adv
hi,co
you don't look where you're going,pro:per mod v pro:rel pro:per part
you fell and broke your head,pro:per v coord v det:poss n
Adam's letter,n:prop n
I don't know if you can,pro:sub mod v conj pro:per mod
Adam can you say sits in the boy chair,n:prop mod pro:per v v prep det:art n n
he's going to play basketball,pro:sub part prep n
no,co
to make sure there's none,inf v adv pro:exist pro:indef
one two three four,det:num det:num det:num det:num
what was that word you said,pro:int cop pro:dem n pro:per v
no you don't play with that,co pro:per mod v prep pro:dem
alright,co
you read that story to me,pro:per v pro:dem n prep pro:obj
I thought you said you knew,pro:sub v pro:per v pro:per v
wait Adam,v n:prop
no he didn't,co pro:sub mod
can you say goes to school Cromer,mod pro:per v v prep n n:prop
careful don't spill it,co mod v pro:per
the paint came off in your mouth,det:art n v adv prep det:poss n
that's a can opener,pro:dem det:art n adj
you tell me,pro:per v pro:obj
yes it is a kind of plate,co pro:per cop det:art n prep n
look Adam,v n:prop
don't spill the water on the rug,mod v det:art n prep det:art n
opener,adj
pretty,adv
it's a saucer,pro:per det:art n
can you say climb the you big ladder,mod pro:per v v det:art pro:per adj n
you saw the pictures,pro:per v det:art n
one of those matching games and he knew it all so he wasn't interested anymore,det:num prep pro:dem part n coord pro:sub v pro:per adv conj pro:sub aux part adv
you don't play with it,pro:per mod v prep pro:per
no no no don't throw them,co co co mod v pro:obj
oh horsie,co n
two are broken,det:num aux part
I call it a saucer,pro:sub v pro:per det:art n
like a boy,prep det:art n
oh ice+cream,co
oh you fell down in the bunkhouse,co pro:per v adv prep det:art n
bring your scissors over to the table,v det:poss n adv prep det:art n
can you say wears two shirts Adam,mod pro:per v v det:num n n:prop
turkey,n
no you put it on,co pro:per v pro:per adv
no,co
it's sharp,pro:per adj
yes,co
put it in your mouth,v pro:per prep det:poss n
can you say drives the man busy bulldozer,mod pro:per v n det:art n adj n
like a knife,prep det:art n
wait you come around here honey,v pro:per v prep adv n
I think it goes in there,pro:sub v pro:per v adv adv
I need a clothes+pin,pro:sub v det:art
Rin_tin_tin is a doggie and he can't write,n:prop cop det:art n coord pro:sub mod v
this is yours,pro:dem cop pro:poss
oh I'm sure it must be down in there,co pro:sub adj pro:per mod cop adv prep adv
oh,co
no Adam,co n:prop
you fell down with your shoes,pro:per v adv prep det:poss n
no,co
no that's enough Adam,co pro:dem adj n:prop
those toys aren't made to stand on only to play with,pro:dem n aux v prep n adv adv prep n prep
don't put that in your mouth,mod v pro:dem prep det:poss n
no there's your paper,co pro:exist det:poss n
no you saw a giraffe on the television,co pro:per v det:art n prep det:art n
xxx,
or a donkey,coord det:art n
no let him take his own,co v pro:obj v det:poss adj
I don't need any more Adam,pro:sub mod v qn qn n:prop
you don't know how much he wants,pro:per mod v adv:int adv pro:sub v
I think that's for tea or coffee or water,pro:sub v pro:rel prep n coord n coord n
look Adam what I have,v n:prop pro:int pro:sub v
yes he's keeping that one,co pro:sub part pro:dem pro:indef
can you say drives the busy bulldozer man,mod pro:per v n det:art adj n n
thank_you,co
those are the wise men,pro:dem cop det:art adj n
I put it in my pocket,pro:sub v pro:per prep det:poss n
what a nice house,pro:int det:art adj n
okay,co
no,co
her is is,det:poss aux cop
that's a kangaroo,pro:dem det:art n
eat you cookie,v pro:per n
part of the train,n prep det:art n
that's a smart doggie,pro:dem det:art adj n
he doesn't want any water I don't think,pro:sub mod v qn n pro:sub mod v
that's not a leaf that's a feather,pro:dem neg det:art n pro:rel det:art n
take the game and explain it to Ursula,v det:art n coord v pro:per prep n:prop
xxx,
alright,co
gifts,n
that was a long time ago I didn't think he's remember that,pro:dem cop det:art adj n adv pro:sub mod v pro:sub v pro:dem
oh thank_you,co n
you must leave it there till it's dry,pro:per mod v pro:per adv v pro:per adj
I'd like one thank_you,pro:sub v det:num n
that coffee tastes good,pro:dem n v adj
feather,n
thank_you,co
ask her if she'd like some,v pro:obj conj pro:sub v qn
yes I did,co pro:sub v
no I don't think so,co pro:sub mod v co
it was very good,pro:per cop adv adj
no she said one,co pro:sub v pro:indef
yes those are Adam's,co pro:dem cop n:prop
thank_you,co
alright,co
scissors,n
yes,co
I thought you said they belonged on your firetruck on your tow truck,pro:sub v pro:per v pro:sub v prep det:poss n n
I think this is a car and that must be a policeman,pro:sub v pro:dem cop det:art n coord pro:dem mod cop det:art
that's enough,pro:dem adv
they'll cut you and hurt,pro:sub v pro:per coord v
don't break the point Adam,mod v det:art n n:prop
something that's cold,pro:indef pro:rel adv
no I'll get you a spoon,co pro:sub aux pro:per det:art n
now you're getting it,adv pro:per n:gerund pro:per
I did,pro:sub v
ice,n
ask me if I'd like some,v pro:obj conj pro:sub v qn
just one,adv det:num
just leave that there,adj n pro:rel adv
they're too large,pro:sub adv adj
tape recorder,n n
Adam can you say find the little truck I,n:prop mod pro:per v v det:art adj n pro:sub
I don't know,pro:sub mod v
there's one on the floor,pro:exist pro:indef prep det:art n
I'm going to get some big moving van,pro:sub part inf v qn adj n:gerund n
come on,v adv
ask Mr Cromer if he'd like some water,v n:prop n:prop conj pro:sub v qn n
no no no,co co co
pliers,n:pt
that's a hole,pro:dem det:art n
recorder,n
and that's a train,coord pro:dem det:art n
yes,co
here's a leopard,pro:exist det:art n
you made it,pro:per v pro:per
because that's Robin's,conj pro:dem n:prop
the suitcase wants water,det:art n v n
look at this,v prep pro:dem
there isn't a fire engine there,adv cop det:art n n adv
no it's David's,co pro:per n:prop
no,co
no Adam that's not nice,co n:prop pro:dem neg adj
don't fell down,mod v adv
that's a reindeer,pro:dem det:art n
no those are his glasses,qn pro:dem cop det:poss n
thank_you,co
there's just a fireman on a ladder,pro:exist adv det:art prep det:art n
that's not your tummy,pro:dem neg det:poss n
no it's David's,co pro:per n:prop
write on your paper,v prep det:poss n
I don't think you need a rifle,pro:sub mod v pro:per v det:art n
hello Adam,co n:prop
no it's not broken,co pro:per neg part
okay,co
I don't want to eat his head,pro:sub mod v inf v det:poss n
oh you're going to drop them out,co pro:per part inf v pro:obj adv
you're not Ursula,pro:per neg n:prop
no she doesn't want to blow a balloon,co pro:sub mod v inf v det:art n
he may be going to help fight fire,pro:sub mod aux part inf v n n
hi,co
no that side isn't broken,qn pro:dem n cop part
hello how are you,co adv:int aux pro:per
no thank_you,qn n
it has knots in it so it's hard to blow it,pro:per aux n prep pro:per adv pro:per adj inf v pro:per
that's the man who wrote the book,pro:dem det:art n pro:rel v det:art n
good,adj
no don't get on the table,co mod v prep det:art n
oh really,co adv
no it's not broken,co pro:per neg part
no don't play with glasses,co mod v prep n
fire,n
that's nice,pro:dem adj
well then Ursula must be Adam,co adv:tem n:prop mod cop n:prop
Adam,n:prop
puppy,n
you tell me,pro:per v pro:obj
I think you had more than two cookies,pro:sub v pro:per v qn prep det:num n
yyy,
I don't think that writes,pro:sub mod v pro:rel v
Bambi,n:prop
I don't remember a song like that,pro:sub mod v det:art n prep pro:dem
that's band around his head,pro:dem n prep det:poss n
I'll try,pro:sub v
just like mine,adv prep pro:poss
get off the table honey,v prep det:art n n
car,n
the microphone,det:art n
nothing,pro:indef
don't see it,mod v pro:per
here's one,pro:exist pro:indef
the table may fall,det:art n mod v
the little golden a b c you read it to me,det:art adj adj n:let n:let n:let pro:per v pro:per prep pro:obj
I never heard of a yyy,pro:sub adv v prep det:art
no,co
Cromer isn't doing a thing,n:prop cop part det:art n
you knocked it off,pro:per v pro:per adv
the other one is broken,det:art qn pro:indef aux part
well she's trying,co pro:sub part
well next to Adam but not on Adam,co adv prep n:prop conj neg prep n:prop
ask him if he will,v pro:obj conj pro:sub mod
big boys don't bother things like that,adj n mod v n prep pro:dem
okay Adam,co n:prop
you know what happened,pro:per v pro:int v
next_to Adam,prep n:prop
remember when you fed the pigeons you didn't have_to put it in a dish,v conj pro:per v det:art n pro:per mod mod:aux v pro:per prep det:art n
bucket,n
that's a lion,pro:dem det:art n
that's a big camera,pro:dem det:art adj n
over in the fish house,adv prep det:art n n
careful Adam,co n:prop
she can't blow it,pro:sub mod v pro:per
do,v
next_to Adam,prep n:prop
hungry lion yes,adj n co
alligator,n
Daddy went to school,n:prop v prep n
I don't know,pro:sub mod v
you're standing on your truck,pro:per part prep det:poss n
pick your cowboy book up,v det:poss n adv
because that's what they were born to be,conj pro:dem pro:int pro:sub cop adj inf cop
yes,co
the record's in the folder,det:art n prep det:art n
that fell out,pro:rel v adv
that is Ursula's,pro:rel cop n:prop
that's right,pro:dem n
no,co
you'll break it,pro:per v pro:per
you like cereal,pro:per v n
he jumped up in the air and turned around and ran away as fast as he could go,pro:sub v adv prep det:art n coord v adv coord v adv adv adv prep pro:sub mod v
blow it sideways,v pro:per adv
no that truck isn't broken,qn pro:dem n cop part
don't take that paper off the film,mod v pro:dem n prep det:art n
careful with the pencil honey,co prep det:art n n
the pin is broken,det:art n aux part
little fish house,adj n n
yes I am so big,co pro:sub aux adv adj
no,co
he didn't get that at the park,pro:sub mod v pro:dem prep det:art n
that's right,pro:dem n
I'll have_to get a better pin,pro:sub mod:aux v det:art adj n
I can't ride in your wagon,pro:sub mod v prep det:poss n
it might hurt,pro:per mod v
let Adam tear it,v n:prop n pro:per
that's not a fire truck,pro:dem neg det:art n n
those are her feet,pro:dem cop det:poss n
that one fell out,pro:dem pro:indef v adv
thank_you,co
the record is in the folder,det:art n cop prep det:art n
no,co
playing ball,part n
okay Adam,co n:prop
go play the game with Ursula,v v det:art n prep n:prop
oh,co
no,co
blow it on the side,v pro:per prep det:art n
mittens on,n adv
now pick the things up,adv v det:art n adv
because Bobo's crying,conj n:prop part
I think perhaps you'd better give it back to Ursula,pro:sub v adv pro:per adj v pro:per adv prep n:prop
penguins,n
don't throw Adam,mod v n:prop
blow into here,n prep adv
how many feet does Mr,adv:int qn n mod n:prop
no,co
you're saying no now,pro:per part meta adv
no Adam you take one,co n:prop pro:per v pro:indef
oh I see,co pro:sub v
there it goes,adv pro:per v
we're Jesus,pro:sub n:prop
well I thought you were going to play the game,co pro:sub v pro:per aux part inf v det:art n
oh Adam's driving,co n:prop part
he doesn't like raisin bran,pro:sub mod co n n
when I eat grapefruit,conj pro:sub v
mhm,co
yes,co
wait I need that,v pro:sub v pro:dem
okay there,co adv
oh close the mouth,co v det:art n
alright,co
I don't think so,pro:sub mod v co
take two,v det:num
Peter Piper picked,n:prop n:prop v
no don't you hit anybody with the pencil,co mod pro:per v pro:indef prep det:art n
boat mhm,n co
that's a hippopotamus,pro:dem det:art n
laughing about Cromer,part prep n:prop
I'm not going anyplace,pro:sub neg part adv
that's a porcupine,pro:dem det:art n
sure,adj
careful Adam,co n:prop
well I can't change your diaper right now,co pro:sub mod v det:poss n adv adv
shoelace,
they don't need teeth,pro:sub mod v n
no I was just getting some diapers for Paul,co pro:sub cop adv part qn n prep n:prop
yes you have some yourself,co pro:per v qn pro:refl
film,n
thank_you,co
that's right,pro:dem n
it is red,pro:per cop adj
you should have told Mommy you had to go upstairs,pro:per mod v v n:prop pro:per v inf v adv
that is a butterfly,pro:dem cop det:art
they don't talk like we talk,pro:sub mod v co pro:sub v
yes that's film,co pro:dem n
he does,pro:sub v
no Mommy is going to stay tonight,co n:prop aux part inf cop adv:tem
stop crying,n part
yes,co
ask your Mother if it's alright for you to play with this,v det:poss n:prop conj pro:per adj prep pro:per prep n prep pro:dem
I think they talk to each_other,pro:sub v pro:sub v prep pro:refl
there's a grey crayon,pro:exist det:art adj n
he didn't want you to take a nap,pro:sub mod v pro:per inf v det:art n
yes Adam will stay tonight too,co n:prop mod cop adv:tem post
that's right,pro:dem n
oh good,co adj
Adam don't kick anybody,n:prop mod v pro:indef
not s,neg n:let
he dropped his pencil,pro:sub v det:poss n
it's a birthday cake,pro:per det:art n
that is a c,pro:dem cop det:art n:let
I don't know where to attach it,pro:sub mod v adv:int inf v pro:per
Adam,n:prop
you're dripping,pro:per part
no put them back in or we won't play with them again,co v pro:obj adj adv coord pro:sub mod v prep pro:obj adv
yes now you pick it up,co adv pro:per v pro:per adv
I'll change your diaper later but not right now,pro:sub v det:poss n adv conj neg adv adv
don't scratch the record,mod v det:art n
oh poor little fellow,co adj adj n
yes,co
it sounded like freight,pro:per v co n
you're supposed to drink it honey,pro:per v inf v pro:per n
no no no,co co co
a clown,det:art n
no Howe won't stay tonight,co n:prop mod cop adv:tem
this isn't tape,pro:dem cop n
she didn't get hurt,pro:sub mod v v
don't take them out Adam,mod v pro:obj adv n:prop
Hobo's truck,n:prop n
you don't eat it with a spoon,pro:per mod v pro:per prep det:art n
well I'll have_to if you kick anybody,co pro:sub mod:aux conj pro:per v pro:indef
put the toys in the basket,v det:art n prep det:art n
no there's no fire back there,co pro:exist qn n adv adv
no I haven't socks on,co pro:sub aux v adv
Adam be careful with the pencil,n:prop aux co prep det:art n
don't run it on him,mod v pro:per prep pro:obj
people take wood and put it together and make a chair,n v n coord v pro:per adv coord v det:art n
that's right,pro:dem n
you open it,pro:per v pro:per
you have two,pro:per v det:num
no Adam,co n:prop
he's too tiny,pro:sub adv adj
that's a monkey,pro:dem det:art n
well you bring it and put it on the table,co pro:per v pro:per coord v pro:per prep det:art n
put it on the floor,v pro:per prep det:art n
because little boys don't smoke cigarettes,conj adj n mod v n
ask him if he can,v pro:obj conj pro:sub mod
well I don't think you need to eat these,co pro:sub mod v pro:per v inf v pro:dem
you need a saw,pro:per v det:art n
oh I don't think that says growl,co pro:sub mod v pro:rel v n
Ursula has boots on,n:prop aux v adv
no,co
you're not supposed to throw anything in the air,pro:per neg part inf v pro:indef prep det:art n
Adam pick the pencil up and put it on the table,n:prop v det:art n adv coord v pro:per prep det:art n
that's some turquoise,pro:dem qn n
I think that says meow,pro:sub v pro:rel v on
no,co
yes,co
I think you've had enough,pro:sub v pro:per part adv
here,adv
you need carpenter's tools,pro:per v n n
oh you fell down again,co pro:per v adv adv
that's a key chain,pro:dem det:art n n
yes,co
cowboy's sleeping,part
I can take the top off,pro:sub mod v det:art n adv
you have_to pick the puzzle up first,pro:per mod:aux v det:art v adv adj
I have a good black pen,pro:sub v det:art adj adj n
no that doesn't come off,qn pro:dem mod v adv
no that's not the top to that,co pro:dem neg det:art adj prep pro:dem
don't do that again Adam,mod v pro:dem adv n:prop
rhinoceros,n
four eyes,det:num n
a cat,det:art n
well now you know it because I just told you,n adv pro:per v pro:per conj pro:sub adv v pro:per
you don't know but you know he's sleeping,pro:per mod v conj pro:per v pro:sub part
Robin made that,n:prop v pro:dem
don't do that again,mod v pro:dem adv
let's see Adam,v v n:prop
four ears,det:num n
you don't know,pro:per mod v
no Adam,co n:prop
that's a fox,pro:dem det:art n
okay don't do it again,co mod v pro:per adv
mhm,co
peekaboo to you,v prep pro:per
look on your shirt,v prep det:poss n
you have_to do them one at a time,pro:per mod:aux v pro:obj pro:indef prep det:art n
if you want to step on somebody's foot then get Bobo and step on him,conj pro:per v inf v prep pro:indef n adv:tem v n:prop coord v prep pro:obj
four,det:num
careful with your pencil honey,co prep det:poss n n
what we call a cook,pro:int pro:sub v det:art n
not so good,neg adv adj
cranberry juice on your shirt,n n prep det:poss n
but I'm trying,conj pro:sub part
no,co
they'll get ninety fish,pro:sub v det:num n
yes,co
that's why you should drink it,pro:dem adv:int pro:per mod v pro:per
you're singing a banana song,pro:per part det:art n n
pop goes the weasel,n v det:art n
that's a panda,pro:dem det:art n
yes a boot,co det:art n
sounded like radiator but maybe he means elevator,part co n conj adv pro:sub v n
well then you're too big to step on anybody,co adv:tem pro:per adv adj inf v prep pro:indef
Doctor Dan at the circus,n:prop n:prop prep det:art n
Adam no don't do that to the rug,n:prop co mod v pro:dem prep det:art n
we went to church yesterday and he came back and told us the public was in church,pro:sub v prep n adv:tem coord pro:sub v adv coord v pro:obj det:art adj aux prep n
see if that fits in your tiny purse,v conj pro:dem v prep det:poss adj n
that's not a bus,pro:dem neg det:art n
no no don't put that in your mouth Adam,co co mod v pro:dem prep det:poss n n:prop
ouch,co
that's part of a train,pro:dem n prep det:art n
if you want to,conj pro:per v prep
that's his nose,pro:dem det:poss n
don't put the screwdriver on the rug like that,mod v det:art prep det:art n prep pro:dem
no,co
I've never seen a pony that looked like that,pro:sub adv part det:art n pro:rel v prep pro:dem
take it out,v pro:per adv
he has two boots on,pro:sub v det:num n prep
yes it does look like spaghetti,co pro:per mod v co n
we asked and he said people,pro:sub v coord pro:sub v n
that's a lion tamer,pro:dem det:art n adj
the elephant named Twinkles xxx anything goes,det:art n v n:prop pro:indef v
his legs are strong,det:poss n cop adj
no if he goes in there he can't see where he's going,co conj pro:sub v adv adv pro:sub mod v pro:rel pro:sub part
there,adv
it's attached,pro:per part
I didn't think he knew flowers he said roses,pro:sub mod v pro:sub v n pro:sub v n
I see your hammer,pro:sub v det:poss n
a telephone,det:art n
no I'll have_to put it up now Adam,co pro:sub mod:aux v pro:per adv adv n:prop
I still don't know what fish is in there,pro:sub adv mod v pro:int n cop prep adv
bean,n
you found it downtown,pro:per v pro:per adv
yes,co
not for digging,neg prep n:gerund
that's right,pro:dem n
look on the back of Bozo,v prep det:art n prep n:prop
you found a number,pro:per v det:art v
except you have_to punch these holes a little,conj pro:per mod:aux v pro:dem n det:art adj
you use a shovel for digging,pro:per v det:art n prep n:gerund
no you don't need water on that dear,co pro:per mod v n adv pro:rel co
I'll put it in the drawer,pro:sub v pro:per prep det:art n
and he said flowers,coord pro:sub v n
the lady of the elephant,det:art n prep det:art n
d,n:let
careful with the record,co prep det:art n
oh he's looking happy,co pro:sub part adj
no don't pull it,co mod v pro:per
yes you need a shovel but you don't have a shovel so you can't dig,co pro:per v det:art n conj pro:per mod v det:art n co pro:per mod v
the button dropped Adam,det:art n v n:prop
she's down there,pro:sub adv adv
one hat,det:num n
she'll be up in a little while,pro:sub cop adv prep det:art adj n
I don't think that car is broken,pro:sub mod v pro:dem n aux part
that's a good hat,pro:dem det:art adj n
don't sit on Mr Cromer's briefcase,mod v prep n:prop n:prop n
if you're going to shave I think you'd better put your blade in first,conj pro:per part inf v pro:sub v pro:per adj v det:poss n adv adv
his tail yes,det:poss n co
a queen,det:art n
oh he's too little to fight,co pro:sub adv adj prep n
no thank_you,qn n
she didn't go any place,pro:sub mod v qn n
I suppose that's something to keep his tail up when he hops,pro:sub v pro:rel pro:indef inf v det:poss n adv conj pro:sub v
rock a bye baby in the treetop,v det:art co n prep det:art
I don't want a piece,pro:sub mod v det:art n
Adam Smith,n:prop n:prop
here,adv
that's the doggie,pro:dem det:art n
no that's a queen,co pro:dem det:art n
I don't know,pro:sub mod v
three,det:num
oh thank_you,co n
she's doing something,pro:sub part pro:indef
when spring comes and we go outside you may have a shovel to dig in the sand outside,conj n v coord pro:sub v adv pro:per mod v det:art n prep n prep det:art n adv
now the tricycle is fixed,adv det:art n aux part
well you take it and put it in on your face,adv pro:per v pro:per coord v pro:per adv prep det:poss n
Celia from North Carolina,n:prop prep n:prop n:prop
yes tattooed man,co part n
well I started it,co pro:sub v pro:per
oh yes it had ivy on it,co co pro:per v n prep pro:per
don't run it over her again,mod v pro:per adv pro:obj adv
a roadgrader,det:art n
I didn't say when I said why,pro:sub mod v conj pro:sub v adv:int
I don't know,pro:sub mod v
I think he's trying to say they are married to each_other,pro:sub v pro:sub part inf v pro:sub aux part prep pro:refl
don't stand on the chair,mod v prep det:art n
I said hello,pro:sub v n
I don't know what she's doing,pro:sub mod v pro:int pro:sub part
elevator,n
I don't know,pro:sub mod v
alright,co
no,co
no he's not going to bite the doggie and the doggie's not going to bite him,co pro:sub neg part inf v det:art n coord det:art n neg part inf v pro:obj
you'll break if it you stand on it that way,pro:per v conj pro:per pro:per v prep pro:per pro:dem n
oh I don't think so,co pro:sub mod v co
thank_you,co
well leave the box there and pick the rubber bands up,co v det:art n adv coord v det:art n v adv
fixing the shoe,part det:art n
xxx,
elevator,n
thank_you,co
he's a little boy,pro:sub det:art adj n
because you'll break it,conj pro:per v pro:per
this is a radiator,pro:dem cop det:art n
push yourself,v pro:refl
here's a mirror,pro:exist det:art n
well let her look,co v pro:obj v
Missouri's such a long ways away,n:prop qn det:art adj n adv
that is not,pro:rel aux neg
push with your feet,n prep det:poss n
on your face,prep det:poss n
is the king and the lady is the queen,cop det:art n coord det:art n cop det:art n
they're all falling down,pro:sub post part adv
this is a radiator,pro:dem cop det:art n
that's right,pro:dem n
Ursula may need that at her work,n:prop mod v pro:dem prep det:poss n
he's correcting your pronunciation,pro:sub part det:poss n
next week,adv n
you can give yourself a ride,pro:per mod v pro:refl det:art n
see the bird gets away,v det:art n v adv
you were supposed to pick them up off the floor and put them in the box,pro:per aux part inf v pro:obj adv prep det:art n coord v pro:obj prep det:art n
so you mean elevator,co pro:per adj n
you're talking about Shadow_Gay all the time,pro:per part prep n:prop qn det:art n
what about the screws on your firetruck,pro:int adv det:art n prep det:poss
a little dog,det:art adj n
no,co
hello Adam,co n:prop
show me another one,v pro:obj qn pro:indef
thank_you Adam,co n:prop
look in here,v adv adv
it's very funny,pro:per adv adj
you open it,pro:per v pro:per
yes you're giving yourself a ride,co pro:per part pro:refl det:art n
I tickle you,pro:sub v pro:per
radiator,n
mhm,co
your tricycle is there,det:poss n cop adv
this is a radiator,pro:dem cop det:art n
try again,v adv
it must be almost time,pro:per mod cop adv n
close the box and close the drawer,v det:art n coord v det:art n
busy bulldozer,adj n
yes,co
don't be so rough little boy,mod cop adv adj adj n
you didn't look all the way down,pro:per mod v qn det:art n adv
how do you know what time it is,adv:int mod pro:per v pro:int n pro:per cop
let me see how you shave Adam,v pro:obj v adv:int pro:per v n:prop
no you don't open it by pulling it,co pro:per mod v pro:per adv part pro:per
yes he has a tongue,co pro:sub v det:art n
nothing,pro:indef
I don't think there is one here,pro:sub mod v adv cop pro:indef adv
alright,co
you're missing,pro:per part
Adam here are some peanuts,n:prop adv cop qn n
she doesn't have anything to show you in that bag,pro:sub mod v pro:indef inf v pro:per prep pro:dem n
you turn the knob,pro:per v det:art n
just like Adam,adj v n:prop
don't get on the chair,mod v prep det:art n
oh it's an airplane now,co pro:per det:art n adv
no the doggie didn't bite him,qn det:art n mod v pro:obj
well no it doesn't want to ski,co co pro:per mod v prep adj
he has two green eyes,pro:sub v det:num n n
mashed them,v pro:obj
you'll break it,pro:per v pro:per
look,co
windmill,n
here they are,adv pro:sub cop
yeah,co
there's some,pro:exist qn
alright,co
just like Adam,adj v n:prop
you have_to pull your wagon back,pro:per mod:aux v det:poss n adv
turn the knob,v det:art n
don't step on them you may tear them,mod v prep pro:obj pro:per mod v pro:obj
you have_to take the shell off,pro:per mod:aux v det:art n adv
there are more pictures,adv cop qn n
just like that one,adv prep pro:dem pro:indef
you didn't hit your nose you hit your mouth,pro:per mod v det:poss n pro:per v det:poss n
just like Mommy,adj v n:prop
Adam that's very sticky,n:prop pro:rel adv n
squeaking not squealing,part neg part
you're going to cut it,pro:per part inf v pro:per
